id,context,company_label,linkedin_id,industry,headcount,headcount_real,website,website_domain,headquarter,about,status,expected_job,comments,feedcode_1,empname_1,feedcode_2,empname_2,feedcode_3,empname_3,parent_company_id,owner,logo,edited_by,date_edited,revenue,owner_id,industrycode_updated,date_assigned,assigned_by,industry_v2,parent_linkedin_id,legal_entities,subsidiaries,affiliate_type
23963,"United States",Acelity,3862365,"Medical Equipment Manufacturing",2,2503,http://www.acelity.com/,acelity.com,"12930 W I-10, San Antonio, TX 78249, United States","Acelity is a global advanced wound care company, offering innovative solutions from the hospital to home that improve the lives of patients in more than 90 countries. Our mission is to change the practice of medicine with solutions that speed healing, create economic value and improve patients’ lives. Our shared values drive our company’s personality, culture and priorities by providing a framework for making decision: Customer First, Integrity, A Will to Win, One Acelity. 

We are the undisputed leader in negative pressure wound therapy and the market leader in collagen dressings. Acelity is headquartered in San Antonio, Texas, with nearly 5,000 employees around the globe.

This channel and specific content are intended for a global audience. Patients should consult with their healthcare providers regarding their specific medical conditions, treatments, information on this channel, and risks and benefits of Acelity products. This channel is not a substitute for professional medical advice, diagnosis, or treatment. Not all Acelity products are available in all countries. Acelity is not responsible for, and does not control/endorse materials such as linked 3rd party videos, sites or ads, and makes no representations regarding their accuracy.",3,0,"[11/24/2021]
|--------|
A scanid exists, your jobsite no longer exists.
|--------|
http://qa.neuvoo.com/boo3-web/qa/app/index.php?empcode=acelity&scanid=155297
|--------|
",,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4E0BAQHy7NJzW12-Fg/company-logo_100_100/0/1574791298937?e=1675296000&v=beta&t=gxWLYB6mzu4Ve5Lbxo-s-Bq-aZPe2BCj1VVW_s3yGm0,740,1649173573,0,9999,"2022-10-28 00:00:00",1679577794,1070,"Medical Equipment Manufacturing",1864,[],[],
24037,"United States","Hunt Energy",18932,"Oil & Energy",847,840,http://www.huntenergy.com/,huntenergy.com,"1900 North Akard Street, Dallas, Texas 75201-2300, United States","A Workplace for You
Hiring the best people in the industry who share Hunt's core values has allowed the company to grow and prosper since its inception in 1934. Hunt listens to the needs of its employees and strives to provide a workplace that accommodates the time demands of work and home while maintaining an environment that supports productivity, integrity and innovation.

Compensation and Benefits 
Hunt’s philosophy is to provide a competitive, equitable, and flexible total rewards program that is tied to employee and Company performance and supports the company’s mission and values. 

The Hunt Culture 
The most important feature of the Hunt family of companies is the quality and character of the men and women who comprise our organization. We are very cognizant of the fact that the successes we enjoy today are a function of those who went before us, but we also believe strongly that a healthy and expanding organization should always have more dreams than memories.

Community Engagement 
We treat all communities including residents, government entities, local businesses, and partners fairly and with respect. Hunt strongly believes in taking care of the communities that surround its operations, therefore the company takes part in campaigns and initiatives that give back to those communities.

Inclusion and Diversity 
Hunt is built upon the viewpoints and abilities of the diverse groups of people and ensures an intentional focus on inclusion and diversity principles which are inherent to each of Hunt’s five core values – Respect, Humility, Community, Teamwork, and Creativity.

Talent Development 
Employees have access to a range of professional and career development opportunities through Hunt's online learning center and specialized programs.

Workplace Flexibility 
Hunt offers a variety of flexible work schedules to enhance work/life balance for employees globally.",4,0,"scanid=117908


[10/19/2021] CL Maintenance | [Company List ID: 24037] | The site no longer has jobs to index",hunt-oil-company,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4E0BAQEA1n-8pcEshg/company-logo_400_400/0/1519856376211?e=1677715200&v=beta&t=2yLSTBCfWKs8Tujuwzn-kFTtl2jKXx8cNAwZo2QjjnU,740,1656381990,0,9999,"2022-11-25 00:00:00",1679585636,1070,"Oil and Gas",0,[],[],
29972,"United States",LinkedIn,1337,Internet,23,23803,https://careers.linkedin.com/,careers.linkedin.com,"1000 W Maude, Sunnyvale, CA 94085, United States","Founded in 2003, LinkedIn connects the world's professionals to make them more productive and successful. With more than 850 million members worldwide, including executives from every Fortune 500 company, LinkedIn is the world's largest professional network. The company has a diversified business model with revenue coming from Talent Solutions, Marketing Solutions, Sales Solutions and Premium Subscriptions products. Headquartered in Silicon Valley, LinkedIn has offices across the globe.",4,0,linkedIn,,,,,,,0,null,https://media.licdn.com/dms/image/C560BAQHaVYd13rRz3A/company-logo_400_400/0/1638831589865?e=1683763200&v=beta&t=fOJnSHcynQKi_FB2Z5Scl3SsUkJhMizu3ir8gySK2iQ,795,1607292333,0,9999,"2023-02-08 00:00:00",1680712674,775,"Technology, Information and Internet",0,"[""tokyo"",""sao paulo"",""sydney"",""melbourne"",""atlanta"",""san francisco bay area"",""lincoln"",""chicago"",""lincoln"",""washington"",""detroit"",""carpinteria"",""bellevue"",""new york"",""kuala lumpur"",""amsterdam"",""mexico city"",""singapore"",""tel aviv"",""graz"",""toronto"",""madrid"",""london"",""stockholm"",""india"",""dubai"",""milan"",""china"",""dublin"",""berlin"",""munich"",""paris""]","[{""affiliate_name"":""LinkedIn Sales Solutions"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Ads"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Social Impact"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Lynda.com"",""affiliate_type"":""subsidiary"",""affiliate_linkedin_id"":""39939""},{""affiliate_name"":""LinkedIn Collective"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn COVID-19 Community Resources"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn's Economic Graph"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Bright.com"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Drawbridge (acquired by LinkedIn)"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn for Nonprofits"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn News"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Learning"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Design"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""We Created It (acq. LinkedIn)"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Pulse"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""1336309""},{""affiliate_name"":""LinkedIn Talent Solutions"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""The B2B Institute"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Engineering"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn 领英中国"",""affiliate_type"":""subsidiary"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Newsle"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn WIT"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Life"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn for Small Business"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Bizo"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Skill Pages"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Rapportive"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn for Creators"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""LinkedIn Guide to Networking"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""}]",
29975,"United States",NetApp,2105,"Information Technology and Services",13,13063,https://www.netapp.com/,netapp.com,"San Jose, California, United States","In a world of generalists, we are the specialists. #NetApp",3,139,"
Active Open:

Date:[2023-01-10]
number of jobs in jobsite:114
duplicate jobs:224
expired jobs:0
Nro. Scanid(s):5511
Expect Jobs Updated


Active Open:

Date:[2022-13-12]
number of jobs in jobsite:141
duplicate jobs:22
expired jobs:0
Nro. Scanid(s):5511
12/23/2022: Country locations are commented, only initials are left
Expect Jobs Updated


Active Open:

Date:[2022-13-12]
number of jobs in jobsite:184
duplicate jobs:45
expired jobs:0
Nro. Scanid(s):5511
12/13/2022: Locations that have numbers are cleaned


Date:[2022-12-07]
number of jobs in jobsite:210
duplicate jobs:45
expired jobs:0
Nro. Scanid(s): 5511
Expect Jobs Updated


[11/18/2021 Booerror is fixed, Reqid is extracted. CL Maintenance ]
scanid=5511 multilocation
[11/18/2021 Booerror is fixed, Reqid is extracted. CL Maintenance ]",netapp,,,,,,0,null,https://media.licdn.com/dms/image/C560BAQH78XSLHqxMOQ/company-logo_400_400/0/1599748887845?e=1683763200&v=beta&t=0zzkZWQrlaeIStMFy8WexbGM219qZbJuJz6EbCfM9BU,1424,1673352018,0,9999,"2023-02-08 00:00:00",1680712674,775,"IT Services and IT Consulting",0,"[""bengaluru"",""milan"",""cranberry township"",""san jose"",""wichita"",""research triangle park"",""boulder"",""madrid""]","[{""affiliate_name"":""NetApp SolidFire"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""1010607""},{""affiliate_name"":""NetApp Switzerland"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""NetApp Women in Technology"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""NetApp Learning Services"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""NetApp Partners"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""NetApp LUNA (Latinos Unidos @ NetApp)"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""NetApp Cloud"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""NetApp Public Sector"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""35537478""},{""affiliate_name"":""NetApp NetAbled"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Greenqloud"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""}]",
30006,"United States","US Army",1223,Military,430,439576,http://www.army.mil/,army.mil,"1500 Army Navy Dr, Arlington, Virginia , United States","Welcome to the official U.S. Army LinkedIn page.

The U.S. Army’s mission is to fight and win our Nation’s wars by providing prompt, sustained land dominance across the full range of military operations and spectrum of conflict in support of combatant commanders. 

If you're looking for news about the U.S. Army, visit http://www.army.mil/ 

For information about U.S. Army career opportunities http://www.goarmy.com.",4,0,"jobs do not have a location available to extract, does not meet indexing requirements
Scanid: 53005",,,,,,,0,jorge.araque@talent.com,https://media.licdn.com/dms/image/C4D0BAQHs7WhQTJ7GTQ/company-logo_400_400/0/1519856313202?e=1683763200&v=beta&t=Xux3Gk1yocDEwEb4B3M9y8GdtfdJgBEzu3uOIHu61jc,1074,1681312660,0,1074,"2023-02-08 00:00:00",1680723733,775,"Armed Forces",0,[],"[{""affiliate_name"":""Defense Health Agency"",""affiliate_type"":""subsidiary"",""affiliate_linkedin_id"":""6125939""},{""affiliate_name"":""GoArmy"",""affiliate_type"":""subsidiary"",""affiliate_linkedin_id"":""64693636""}]",
30141,"United States","University of Arizona",4734,"Higher Education",17,17724,http://arizona.edu/,arizona.edu,"1401 E University, Tucson, Arizona 85721-0066, United States","The University of Arizona is the leading public research university in the American Southwest. The UA produces more than $600 million in annual research and is the state's only member of the prestigious Association of American Universities. This is a diverse community of people who thrive on innovation and collaboration. Our world-class faculty create discoveries that improve the human condition and fuel the state's economy. Our research enterprise provides undergraduate students with opportunities for hands-on experiences that can be found in few universities in the world. As the state's land-grant university, our research and resources enrich communities around the state and around the world.",4,608,http://qa.neuvoo.com/boo3-web/qa/app/index.php?empcode=the-university-of-arizona&scanid=160029,the-university-of-arizona,,,,,,0,null,https://media.licdn.com/dms/image/C560BAQE14g3Bkn8dTQ/company-logo_400_400/0/1614987713189?e=1683763200&v=beta&t=qjY9aXYvv3qA4HjJKFd4KixjjLHC6xsiTwfKRXkR_aQ,740,1649088623,0,9999,"2023-02-08 00:00:00",1680712674,775,"Higher Education",0,"[""sierra vista"",""phoenix"",""sierra vista""]","[{""affiliate_name"":""McGuire Center for Entrepreneurship"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""University of Arizona, James E. Rogers College of Law"",""affiliate_type"":""school"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Tech Launch Arizona"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""The University of Arizona Foundation"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""University of Arizona International"",""affiliate_type"":""subsidiary"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""Eller Executive Education"",""affiliate_type"":""acquisition"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""University of Arizona Health Sciences"",""affiliate_type"":""subsidiary"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""University of Arizona Online"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""},{""affiliate_name"":""University of Arizona College of Medicine – Tucson"",""affiliate_type"":""school"",""affiliate_linkedin_id"":""15101097""}]",
30149,"United States",Halcrow,164106,"Civil Engineering",10001,1492,http://www.jacobs.com/,jacobs.com,"1999 Bryan St, Suite 1200, 75201, Dallas, Texas, United States","Halcrow is now Jacobs. Please follow Jacobs on LinkedIn to learn how we are creating greater solutions to deliver more: The promise of a more connected, sustainable world.",3,0,"La compañia actualmente se llama Jacobs https://talent.com/private/tools/jobs/pageCompanyView.php?id=5297

https://prnt.sc/wn18ol",,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4E0BAQHa5P0o2fpX3g/company-logo_400_400/0/1567083139811?e=1652918400&v=beta&t=KNZrEtFx0aPjYKvBGojuHI0lKY0rumWeD8y4O-Oay_8,740,1649175670,0,9999,,1679577794,1070,"Civil Engineering",4025,[],[],
30174,"United States",SPAWAR,1336,"Defense and Space Manufacturing",3,3298,http://www.navwar.navy.mil/,navwar.navy.mil,"San Diego, San Diego, California, United States","NAVWAR’s mission is to to identify, develop, deliver and sustain information warfare capabilities and services that enable naval, joint, coalition and other national missions.

Over the last decade, information has emerged as a warfighting domain, joining land, sea and air as a critical, contested battlespace. With a space support activity, two research and development warfare centers and through partnerships with three program executive offices, NAVWAR provides the hardware and software needed to execute Navy missions. 

NAVWAR consists of more than 10,000 active duty military and civil service professionals located around the world and close to the fleet to keep NAVWAR at the forefront of research, engineering and acquisition to provide and sustain information warfare capabilities to the fleet. 

NAVWAR products and services transform ships, aircraft and vehicles from individual platforms into integrated battle forces, delivering and enhancing information warfare among Navy, Marine, joint forces, federal agencies and international allies. 

Internally, NAVWAR is organized into eight competencies: finance, contracts, legal, logistics and fleet support, engineering, acquisition and program management, science and technology and corporate operations.

We are proud that NAVWAR’s influence spans the globe, and we would love to have you onboard as part of our team! 

To learn more and submit your resume, go to http://jobs.spawar.navy.mil. you may also search and apply for jobs at www.spawar.usajobs.gov",3,0,01/12/2021,,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4E0BAQE7cdcf3_7GXA/company-logo_100_100/0/1559575918086?e=1662595200&v=beta&t=Cz5IxdiRJBwRh3-gPEKPyKbSO8SVvv5addy9vbDEHuQ,740,1649173573,0,9999,,1679577869,1070,"Defense and Space Manufacturing",0,[],[],
30184,"United States",Wella,7958,Cosmetics,1,1088,http://us.wella.com/,us.wella.com,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",4,0,,,,,,,,0,null,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",740,1649175670,0,9999,"2022-10-28 00:00:00",1679585636,1070,"Personal Care Product Manufacturing",0,[],[],
30264,"United States","Norton Healthcare",17159,"Hospital & Health Care",75,6902,http://www.nortonhealthcare.com/,nortonhealthcare.com,"234 Ea t Gray  treet, Loui ville, Kentucky 40202, United  tate","For 130 years, Norton Healthcare’s faith heritage has guided its mission to provide quality health care to all those it serves. 

Today, Norton Healthcare is a leader in serving adult and pediatric patients throughout Greater Louisville, Southern Indiana, the commonwealth of Kentucky and beyond. The hospital and health care system is the Louisville area’s third largest private employer, providing care at more than 210 locations throughout Greater Louisville and Southern Indiana. The Louisville-based not-for-profit system includes five Louisville hospitals with 1,837 licensed beds; seven outpatient centers; 13 Norton Immediate Care Centers; more than 13,000 employees; more than 800 employed medical providers; and approximately 2,000 total physicians on its medical staff. 

In 2015 Norton Healthcare was named by Healthiest Employers as the 11th healthiest place to work in the country. 

To learn more about job opportunities, visit MyNortonCareer.com.",3,890,"[01/31/2023] cl mant --- scanid 159120 checked, jobsite reindexed for fetch, all variables available were extracted,  jobdesc cleaning the best way. expected jobs updated.

[08/04/2022] cl mant --- migrated from boo 3.1 --- case in stuck, jobsite changed and updated. jobdesc cleaning the best way. pagination for do and while, it was reindexed for pass_it... variable source_location added. Expected Jobs updated

https://jobsearch.nortonhealthcare.org/ltmprod/CandidateSelfService/controller.servlet?context.dataarea=ltmprod&context.session.key.JobBoard=EXTERNAL&context.session.key.HROrganization=80#
[11/03/2021] bad location strategy 
",norton-healthcare,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4E0BAQEqdX9bMk4JeA/company-logo_100_100/0/1625433234370?e=1674691200&v=beta&t=Bovj02sqsHNS1M4JrDlQmmE-xZEII9rTTYAZnjTjdl4,1416,1675198683,0,9999,"2022-10-27 00:00:00",1679577869,1070,"Hospitals and Health Care",0,[],[],
30276,"United States",-X-,38044,"Food Production",1,1178,,,,"ConAgra Foods, Inc. acquired, what was formerly named, Ralcorp Holdings, Inc. …See all",3,0,"Home page not available",,,,,,,0,null,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",740,1649175670,0,9999,"2022-10-28 00:00:00",1679577794,1070,"Food and Beverage Manufacturing",0,[],"[{""affiliate_name"":""---X---"",""affiliate_type"":""subsidiary"",""affiliate_linkedin_id"":""""}]",
30282,"United States","BJ's Restaurants, Inc.",98785,Restaurants,55,5000,http://www.bjsrestaurants.com/,bjsrestaurants.com,"7755 Center Avenue, Suite 300, 92647, Huntington Beach, California, United States","Since our humble beginnings back in 1978, we’ve continued to refine our brewhouse experience to make BJ’s a place where you can make the most of any meal. We want BJ’s to be a place where the moment you leave is the moment you plan on coming back.

We pride ourselves in our craft and attention to detail. Our guests come here for our award-winning handcrafted beer. They come here for the Southern California twist we’ve put on the Chicago-style pizza. And they come here for our Pizookies, our world-renowned dessert. But above all we know people come here to make their good times better.

So in many ways we haven’t just crafted a brand, but a mindset. And our guests are the reason for this. And it’s because of them we’re continually striving to make sure every moment they choose to spend with us counts.

Welcome to BJ’s.",4,0,"Edward cotter pidió que inactivemos

http://boo1.neuvoo.com/boo3-web/qa/app/index.php?empcode=bjs-restaurants&scanid=68107",bjs-restaurants,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C560BAQEpa26usI8KoQ/company-logo_100_100/0/1656022964407?e=1674691200&v=beta&t=cyx0FS13h7MuBDVOqDaKBLrhmmKfAUbIPyD08RtpNfc,242,1597085300,0,9999,"2022-10-27 00:00:00",1679585636,1070,Restaurants,0,[],[],
31933,"United States","American Eagle Airlines",18356184,"Aviation & Aerospace",1,1103,,,,https://media.licdn.com/dms/image/C560BAQEl1GYztyTzUg/company-logo_100_100/0?e=1571270400&v=beta&t=SeTvxcBGhm1KNZ287cLkkSSj1d1PEpJiPhUhETXxhfg,4,0,"Duplicado con el PPC successfactors-group",,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C560BAQEl1GYztyTzUg/company-logo_100_100/0/1519861162219?e=1675296000&v=beta&t=27pQh9SpoMcreEN5XkDfoOpNmmfnJz4B-b0dsbFObDE,740,1649086764,0,9999,"2022-10-28 00:00:00",1679585636,1070,"Aviation and Aerospace Component Manufacturing",0,[],[],
32230,"United States","CH2M HILL",9514880,"Civil Engineering",873,873,,,"Tampa, Florida, United States","CH2M HILL is a civil engineering company based out of 2239 E 113TH AVE, TAMPA, Florida, United States.",3,0,"[Nov 29, 2021] [Strategy:  No job site US] This company was acquired bay Jacobs Engineering Group.",,,,,,,0,null,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",740,1649175670,0,9999,"2022-11-04 00:00:00",1679577794,1070,"Civil Engineering",0,[],[],
32355,"United States","Call Center Services International",446346,"Outsourcing and Offshoring Consulting",35,2961,https://ccsi.com/,ccsi.com,"809 Bowsprit Road, Suite 204, Chula Vista, CA 91914, United States","Specialists In Establishing Contact & IT Centers In Mexico. 

CCSI provides a World-Class Bilingual Workforce, State-Of-The-Art Infrastructure, and Close Proximity to the U.S. (minutes from the San Diego border).

Request Pricing ",3,0,"form to apply
https://callcenterjobs.mx/job-offer/
[12/07/2021] no jobs ",,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4E0BAQGbHQ45p-Q-9Q/company-logo_100_100/0/1541093864954?e=1675296000&v=beta&t=P2gGdGOJVy4FhCyFjAOfBYUtJylNX6HMzNV5DpjLhdA,740,1649173484,0,9999,"2022-10-28 00:00:00",1679577794,1070,"Outsourcing and Offshoring Consulting",0,"[""san diego"",""mexico""]","[{""affiliate_name"":""CCSI Careers"",""affiliate_type"":""showcase page"",""affiliate_linkedin_id"":""""}]",
32646,"United States","Rowan Companies",106847,"Oil & Energy",1001,1323,http://www.valaris.com/,valaris.com,"2800 Post Oak Blvd, Houston, TX 77056, United States","We Are Valaris

With decades of expertise and strategic commitment built on efficiency, capability and ingenuity, our sights are continually set toward a future built with purpose and the most advanced operations. A future where we are BOLD. 

United under a common purpose, we operate with precision and intention to stand apart from the rest and are unmatched in our global presence and capabilities. 

Our Beliefs
Above all, safety comes first. Our proven reputation gives us an advantage and the ambition to lead.

Our Behaviors
We're ethical in everything we do, pushing ourselves to be dynamic in our evolution. 

Our Commitments
We're committed to being purpose-built, assembling the world's most advanced assets across the globe. We're strong and enduring- trusted by generations for generations, fully invested and creating lasting value for our people and partners.",3,0,"[01/07/2022]Rowan Companies is now valaris https://www.valaris.com/home/default.aspx,https://www.valaris.com/home/default.aspx indexed in the scanid=16650",,,,,,,0,null,https://media.licdn.com/dms/image/C560BAQHcmMYcj4q5AQ/company-logo_400_400/0/1643646907153?e=1675900800&v=beta&t=5RBN_6K26guyFYfytXw_pamwNRyikeHuOe_1Nt_Vaao,740,1649173573,0,9999,"2022-11-04 00:00:00",1679577794,1070,"Oil and Gas",0,[],[],
39709,"United States","Baltimore City Public Schools",594464,"Education Management",6,6154,http://www.baltimorecityschools.org/,baltimorecityschools.org,"200 E North Ave, 21202, Baltimore, Maryland, United States","The fourth largest school system and the only urban school district in the state of Maryland. City schools has 168 schools and programs with 79,297 students that attend them. Building a Generation: City Schools’ Blueprint for Success lays out City Schools’ vision for unlocking every student’s potential. Based on research and conversations with hundreds of stakeholders, the blueprint focuses on three key areas that go hand-in-hand to support students’ toward graduation and postsecondary success: literacy, student wholeness, and staff leadership.",3,0,"[Nov 30, 2021] [Strategy:  No job site US] No jobsite found",,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4D0BAQE5NNxaJM4cdw/company-logo_100_100/0/1519864280746?e=1674691200&v=beta&t=Ekhc3UIMXMDVBADuanUNwwzv6p70G_-WvdITbGQ3jm4,740,1649173573,0,9999,"2022-10-27 00:00:00",1679577869,1070,"Education Administration Programs",0,[],[],
39710,"United States","Mast Global",164869,"Apparel & Fashion",864,993,http://careers.lb.com/our-brands/mast-global/,careers.lb.com,"Two Limited Parkway, 43230","Mast Global – a wholly-owned division of L Brands – brings together the production and sourcing, logistics, and information technology functions for the enterprise. Together, Mast Global is the engine that powers L Brands by providing solutions that help to “make, move and enable” our world-renowned products and brands.

With 40 years of rich history, our highly skilled associates leverage our global network to deliver innovative global sourcing and logistics solutions faster and more efficiently. This emphasis on speed and agility ensures we can deliver superior products to our customers when and where they want them. And that’s a competitive advantage for our brands.

Our success is through our associates. They are highly skilled, results-driven and always curious. There is no question: Our associates are our greatest asset. That’s why it is our commitment to ensure talent – the growth, development and recognition of our people – is always a top priority.",4,0,"[12/14/2021] Currently no jobs in the jobsite: https://careers.victoriassecret.com/en/job-search-results/?location=,,&latitude=&longitude=&radius=25

Other jobs are indexed in scanid 152561",,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4E0BAQE2iorN795J_w/company-logo_100_100/0/1519895455117?e=1675296000&v=beta&t=Xqt0il7-TzFicqA4xFYaLLCd2OsPhdyOBxc8MLcJ5ZM,740,1649173484,0,9999,"2022-11-01 00:00:00",1679585636,1070,"Retail Apparel and Fashion",0,[],[],
39716,"United States","Wake Forest School of Medicine",33191706,"Higher Education",1,1058,http://school.wakehealth.edu/,school.wakehealth.edu,"475 Vine St, 27101, Winston-Salem, North Carolina, United States","Wake Forest School of Medicine directs the education of nearly 1,900 students and fellows, including physicians, basic scientists and allied clinical professionals. The School of Medicine also strategically investigates opportunities that will expand basic and clinical research, resulting in nationally and internationally recognized excellence in biomedical research. The School of Medicine seeks to leverage its current areas of strength and focus to improve integration of its research programs and to maximize multidisciplinary and translational approaches.

The School of Medicine is among the top of U.S. academic medical centers in total funding from the National Institutes of Health (NIH). In the 2014 fiscal year, the school was awarded $193.4 million in research funding from federal and state agencies, industry and other sources.

The School of Medicine curriculum, developed by faculty, aims to cultivate physicians who:

- Set the standards for compassionate, collaborative care.
- Lead the way in socially responsible health care and biomedical sciences locally, nationally, and globally.
- Engage in lifelong learning, discovery and application of innovative knowledge technology and skills in medicine.


The School of Medicine is committed to excellence in primary care, with students experiencing patient care from their first week of medical school, as well as tertiary care, a critical component for a research and teaching hospital.",3,0,"[Nov 30, 2021] [Strategy:  No job site US] No jobsite found",,,,,,,0,null,https://media-exp1.licdn.com/dms/image/C4D0BAQHQQiWoaZVK5Q/company-logo_100_100/0/1649096894210?e=1674691200&v=beta&t=3MbDBJIHELKaB5x4VrwdvwQ-7cN1dY86Yf3acjCBUwY,740,1649173573,0,9999,"2022-10-27 00:00:00",1679577794,1070,"Higher Education",0,[],[],
